Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
0;"New element";Carrot;178;"[ 10 - 2 ]";;;
0;"New element";Carrot;179;"[ 23 - 6 ]";;;
0;"New element";Carrot;180;"[ 4 - 16 ]";;;
0;"New element";Carrot;181;"[ 21 - 23 ]";;;
0;"New element";Carrot;182;"[ 4 - 4 ]";;;
0;"New element";Carrot;183;"[ 20 - 6 ]";;;
0;"New element";Carrot;184;"[ 10 - 7 ]";;;
0;"New element";Carrot;185;"[ 15 - 17 ]";;;
0;"New element";Carrot;186;"[ 5 - 0 ]";;;
0;"New element";Carrot;187;"[ 23 - 0 ]";;;
0;"New element";Carrot;188;"[ 13 - 23 ]";;;
0;"New element";Carrot;189;"[ 4 - 20 ]";;;
0;"New element";Carrot;190;"[ 1 - 11 ]";;;
0;"New element";Carrot;191;"[ 3 - 21 ]";;;
0;"New element";Carrot;192;"[ 20 - 4 ]";;;
0;"New element";Carrot;193;"[ 15 - 11 ]";;;
0;"New element";Carrot;194;"[ 4 - 6 ]";;;
0;"New element";Carrot;195;"[ 19 - 12 ]";;;
0;"New element";Carrot;196;"[ 4 - 5 ]";;;
0;"New element";Carrot;197;"[ 9 - 7 ]";;;
0;"New element";Carrot;198;"[ 7 - 5 ]";;;
0;"New element";Carrot;199;"[ 10 - 19 ]";;;
0;"New element";Carrot;200;"[ 3 - 1 ]";;;
0;"New element";Carrot;201;"[ 8 - 7 ]";;;
0;"New element";Carrot;202;"[ 7 - 15 ]";;;
0;"New element";Carrot;203;"[ 19 - 16 ]";;;
0;"New element";Carrot;204;"[ 11 - 14 ]";;;
0;"New element";Carrot;205;"[ 18 - 24 ]";;;
0;"New element";Carrot;206;"[ 13 - 12 ]";;;
0;"New element";Carrot;207;"[ 23 - 15 ]";;;
0;"New element";Carrot;208;"[ 0 - 11 ]";;;
0;"New element";Carrot;209;"[ 14 - 11 ]";;;
0;"New element";Carrot;210;"[ 10 - 20 ]";;;
0;"New element";Carrot;211;"[ 15 - 12 ]";;;
0;"New element";Carrot;212;"[ 2 - 6 ]";;;
0;"New element";Carrot;213;"[ 23 - 24 ]";;;
0;"New element";Carrot;214;"[ 14 - 23 ]";;;
0;"New element";Carrot;215;"[ 23 - 17 ]";;;
0;"New element";Carrot;216;"[ 6 - 20 ]";;;
0;"New element";Carrot;217;"[ 17 - 1 ]";;;
0;"New element";Carrot;218;"[ 5 - 11 ]";;;
0;"New element";Carrot;219;"[ 3 - 3 ]";;;
0;"New element";Carrot;220;"[ 19 - 5 ]";;;
0;"New element";Carrot;221;"[ 13 - 17 ]";;;
0;"New element";Carrot;222;"[ 16 - 3 ]";;;
0;"New element";Carrot;223;"[ 14 - 4 ]";;;
0;"New element";Carrot;224;"[ 17 - 24 ]";;;
0;"New element";Carrot;225;"[ 15 - 9 ]";;;
0;"New element";Carrot;226;"[ 16 - 4 ]";;;
0;"New element";Carrot;227;"[ 5 - 1 ]";;;
0;"New element";Carrot;228;"[ 9 - 0 ]";;;
0;"New element";Carrot;229;"[ 21 - 6 ]";;;
0;"New element";Carrot;230;"[ 2 - 8 ]";;;
0;"New element";Carrot;231;"[ 2 - 19 ]";;;
0;"New element";Carrot;232;"[ 2 - 9 ]";;;
0;"New element";Carrot;233;"[ 17 - 9 ]";;;
0;"New element";Carrot;234;"[ 21 - 24 ]";;;
0;"New element";Carrot;235;"[ 0 - 15 ]";;;
0;"New element";Carrot;236;"[ 20 - 9 ]";;;
0;"New element";Carrot;237;"[ 7 - 14 ]";;;
0;"New element";Carrot;238;"[ 6 - 0 ]";;;
0;"New element";Carrot;239;"[ 20 - 17 ]";;;
0;"New element";Carrot;240;"[ 24 - 4 ]";;;
0;"New element";Carrot;241;"[ 10 - 23 ]";;;
0;"New element";Carrot;242;"[ 12 - 18 ]";;;
0;"New element";Carrot;243;"[ 14 - 3 ]";;;
0;"New element";Carrot;244;"[ 3 - 4 ]";;;
0;"New element";Carrot;245;"[ 24 - 16 ]";;;
0;"New element";Carrot;246;"[ 0 - 0 ]";;;
0;"New element";Carrot;247;"[ 4 - 1 ]";;;
0;"New element";Carrot;248;"[ 14 - 0 ]";;;
0;"New element";Carrot;249;"[ 8 - 14 ]";;;
0;"New element";Carrot;250;"[ 12 - 12 ]";;;
0;"New element";Carrot;251;"[ 18 - 2 ]";;;
0;"New element";Carrot;252;"[ 8 - 6 ]";;;
0;"New element";Carrot;253;"[ 20 - 3 ]";;;
0;"New element";Carrot;254;"[ 10 - 4 ]";;;
0;"New element";Lair;255;19.21
0;"New element";Lair;256;19.23
0;"New element";Lair;257;22.4
0;"New element";Lair;258;24.2
0;"New element";Lair;259;23.19
0;"New element";Lair;260;20.10
0;"New element";Lair;261;17.12
0;"New element";Lair;262;9.2
0;"New element";Lair;263;12.15
0;"New element";Lair;264;1.17
0;"New element";Lair;265;22.23
0;"New element";Lair;266;0.18
0;"New element";Lair;267;11.17
0;"New element";Lair;268;9.6
0;"New element";Lair;269;9.20
0;"New element";Lair;270;5.20
0;"New element";Lair;271;8.4
0;"New element";Lair;272;8.15
0;"New element";Lair;273;9.3
0;"New element";Lair;274;19.9
0;"New element";Lair;275;20.23
0;"New element";Lair;276;24.17
0;"New element";Lair;277;3.16
0;"New element";Lair;278;24.9
0;"New element";Lair;279;24.8
0;"New element";Lair;280;14.15
0;"New element";Lair;281;7.8
0;"New element";Lair;282;16.11
0;"New element";Lair;283;9.10
0;"New element";Lair;284;1.15
0;"New element";Lair;285;13.6
0;"New element";Lair;286;17.4
0;"New element";Lair;287;14.24
0;"New element";Lair;288;6.23
0;"New element";Lair;289;1.6
0;"New element";Lair;290;16.24
0;"New element";Lair;291;5.5
0;"New element";Lair;292;4.11
0;"New element";Lair;293;9.23
0;"New element";Lair;294;24.10
0;"New element";Lair;295;2.0
0;"New element";Lair;296;8.20
0;"New element";Lair;297;16.5
0;"New element";Lair;298;20.16
0;"New element";Lair;299;3.14
0;"New element";Lair;300;23.5
0;"New element";Lair;301;1.3
0;"New element";Lair;302;13.1
0;"New element";Lair;303;5.9
0;"New element";Lair;304;0.23
0;"New element";Tree;305;"[ 11 - 11 ]";;;
0;"New element";Tree;306;"[ 7 - 3 ]";;;
0;"New element";Tree;307;"[ 16 - 2 ]";;;
0;"New element";Tree;308;"[ 17 - 2 ]";;;
0;"New element";Tree;309;"[ 1 - 19 ]";;;
0;"New element";Tree;310;"[ 2 - 14 ]";;;
0;"New element";Tree;311;"[ 17 - 5 ]";;;
0;"New element";Tree;312;"[ 3 - 19 ]";;;
0;"New element";Tree;313;"[ 5 - 2 ]";;;
0;"New element";Tree;314;"[ 17 - 11 ]";;;
0;"New element";Tree;315;"[ 12 - 6 ]";;;
0;"New element";Tree;316;"[ 7 - 9 ]";;;
0;"New element";Tree;317;"[ 2 - 13 ]";;;
0;"New element";Tree;318;"[ 19 - 0 ]";;;
0;"New element";Tree;319;"[ 16 - 1 ]";;;
0;"New element";Tree;320;"[ 12 - 2 ]";;;
0;"New element";Tree;321;"[ 24 - 19 ]";;;
0;"New element";Tree;322;"[ 4 - 10 ]";;;
0;"New element";Tree;323;"[ 23 - 22 ]";;;
0;"New element";Tree;324;"[ 10 - 5 ]";;;
0;"New element";Tree;325;"[ 20 - 5 ]";;;
0;"New element";Tree;326;"[ 17 - 22 ]";;;
0;"New element";Tree;327;"[ 23 - 2 ]";;;
0;"New element";Tree;328;"[ 12 - 8 ]";;;
0;"New element";Tree;329;"[ 12 - 4 ]";;;
0;"New element";Tree;330;"[ 16 - 16 ]";;;
0;"New element";Tree;331;"[ 16 - 21 ]";;;
0;"New element";Tree;332;"[ 21 - 0 ]";;;
0;"New element";Tree;333;"[ 19 - 19 ]";;;
0;"New element";Tree;334;"[ 13 - 10 ]";;;
0;"New element";Tree;335;"[ 10 - 16 ]";;;
0;"New element";Tree;336;"[ 18 - 12 ]";;;
0;"New element";Tree;337;"[ 16 - 19 ]";;;
0;"New element";Tree;338;"[ 14 - 12 ]";;;
0;"New element";Tree;339;"[ 5 - 19 ]";;;
0;"New element";Tree;340;"[ 10 - 3 ]";;;
0;"New element";Tree;341;"[ 16 - 22 ]";;;
0;"New element";Tree;342;"[ 6 - 7 ]";;;
0;"New element";Tree;343;"[ 24 - 23 ]";;;
0;"New element";Tree;344;"[ 4 - 12 ]";;;
0;"New element";Tree;345;"[ 13 - 22 ]";;;
0;"New element";Tree;346;"[ 7 - 21 ]";;;
0;"New element";Tree;347;"[ 0 - 21 ]";;;
0;"New element";Tree;348;"[ 20 - 24 ]";;;
0;"New element";Tree;349;"[ 0 - 20 ]";;;
0;"New element";Tree;350;"[ 9 - 17 ]";;;
0;"New element";Tree;351;"[ 9 - 11 ]";;;
0;"New element";Tree;352;"[ 6 - 2 ]";;;
0;"New element";Tree;353;"[ 21 - 13 ]";;;
0;"New element";Tree;354;"[ 1 - 18 ]";;;
1;"New cycle";;;;;;
1;Denied;Rabbit;0;"[ 17 - 6 ]";;move;
1;Denied;Rabbit;1;"[ 1 - 22 ]";;move;
1;Denied;Rabbit;2;"[ 20 - 11 ]";;move;
1;Denied;Rabbit;3;"[ 8 - 16 ]";;move;
1;Denied;Rabbit;4;"[ 24 - 20 ]";;move;
1;;Rabbit;5;"[ 18 - 16 ]";;move;"[ 17 - 16 ]"
1;;Rabbit;6;"[ 2 - 24 ]";;move;"[ 1 - 24 ]"
1;Denied;Rabbit;7;"[ 22 - 8 ]";;move;
1;;Rabbit;8;"[ 18 - 0 ]";;move;"[ 17 - 0 ]"
1;;Rabbit;9;"[ 1 - 12 ]";;move;"[ 0 - 12 ]"
1;;Rabbit;10;"[ 19 - 13 ]";;move;"[ 18 - 13 ]"
1;Denied;Rabbit;11;"[ 24 - 12 ]";;move;
1;;Rabbit;12;"[ 18 - 14 ]";;move;"[ 17 - 14 ]"
1;"Denied - It is sated";Rabbit;13;"[ 21 - 4 ]";;move;
1;Denied;Rabbit;14;"[ 14 - 21 ]";;move;
1;;Rabbit;15;"[ 9 - 22 ]";;move;"[ 8 - 22 ]"
1;Denied;Rabbit;16;"[ 18 - 8 ]";;move;
1;Denied;Rabbit;17;"[ 6 - 17 ]";;move;
1;Denied;Rabbit;18;"[ 21 - 5 ]";;move;
1;;Rabbit;19;"[ 12 - 24 ]";;move;"[ 11 - 24 ]"
1;"Denied - It is sated";Rabbit;20;"[ 18 - 1 ]";;move;
1;;Rabbit;21;"[ 12 - 19 ]";;move;"[ 11 - 19 ]"
1;Denied;Rabbit;22;"[ 3 - 7 ]";;move;
1;Denied;Rabbit;23;"[ 18 - 6 ]";;move;
1;"Denied - It is sated";Rabbit;24;"[ 7 - 18 ]";;move;
1;"Denied - It is sated";Rabbit;25;"[ 3 - 23 ]";;move;
1;Denied;Rabbit;26;"[ 23 - 20 ]";;move;
1;Denied;Rabbit;27;"[ 5 - 23 ]";;move;
1;;Rabbit;28;"[ 7 - 6 ]";;move;"[ 6 - 6 ]"
1;Denied;Rabbit;29;"[ 22 - 21 ]";;move;
1;;Rabbit;30;"[ 1 - 13 ]";;move;"[ 0 - 13 ]"
1;Denied;Rabbit;31;"[ 17 - 19 ]";;move;
1;Denied;Rabbit;32;"[ 12 - 9 ]";;move;
1;Denied;Rabbit;33;"[ 13 - 7 ]";;move;
1;;Rabbit;34;"[ 6 - 5 ]";hidden;move;"[ 5 - 5 ]"
1;Denied;Rabbit;35;"[ 22 - 12 ]";;move;
1;;Rabbit;36;"[ 14 - 20 ]";;move;"[ 13 - 20 ]"
1;"Denied - It is sated";Rabbit;37;"[ 19 - 24 ]";;move;
1;Denied;Rabbit;38;"[ 5 - 15 ]";;move;
1;Denied;Rabbit;39;"[ 15 - 21 ]";;move;
1;;Rabbit;40;"[ 9 - 9 ]";;move;"[ 8 - 9 ]"
1;;Rabbit;41;"[ 10 - 18 ]";;move;"[ 9 - 18 ]"
1;;Rabbit;42;"[ 19 - 11 ]";;move;"[ 18 - 11 ]"
1;;Rabbit;43;"[ 14 - 16 ]";;move;"[ 13 - 16 ]"
1;"Denied - It is sated";Rabbit;44;"[ 15 - 18 ]";;move;
1;;Rabbit;45;"[ 3 - 5 ]";;move;"[ 2 - 5 ]"
1;"Denied - It is sated";Rabbit;46;"[ 15 - 13 ]";;move;
1;Denied;Rabbit;47;"[ 13 - 14 ]";;move;
1;Denied;Rabbit;48;"[ 0 - 17 ]";;move;
1;;Rabbit;49;"[ 12 - 13 ]";;move;"[ 11 - 13 ]"
1;Denied;Rabbit;50;"[ 5 - 10 ]";;move;
1;;Rabbit;51;"[ 8 - 24 ]";;move;"[ 7 - 24 ]"
1;;Rabbit;52;"[ 23 - 14 ]";;move;"[ 22 - 14 ]"
1;;Rabbit;53;"[ 5 - 7 ]";;move;"[ 4 - 7 ]"
1;;Rabbit;54;"[ 9 - 21 ]";;move;"[ 8 - 21 ]"
1;;Rabbit;55;"[ 8 - 8 ]";hidden;move;"[ 7 - 8 ]"
1;;Rabbit;56;"[ 12 - 22 ]";;move;"[ 11 - 22 ]"
1;;Rabbit;57;"[ 11 - 12 ]";;move;"[ 10 - 12 ]"
1;;Rabbit;58;"[ 20 - 18 ]";;move;"[ 19 - 18 ]"
1;;Rabbit;59;"[ 19 - 14 ]";;move;"[ 18 - 14 ]"
1;;Rabbit;60;"[ 5 - 24 ]";;move;"[ 4 - 24 ]"
1;Denied;Rabbit;61;"[ 0 - 22 ]";;move;
1;;Rabbit;62;"[ 5 - 18 ]";;move;"[ 4 - 18 ]"
1;;Rabbit;63;"[ 10 - 9 ]";;move;"[ 9 - 9 ]"
1;;Rabbit;64;"[ 19 - 15 ]";;move;"[ 18 - 15 ]"
1;;Rabbit;65;"[ 16 - 6 ]";;move;"[ 15 - 6 ]"
1;Denied;Rabbit;66;"[ 9 - 16 ]";;move;
1;Denied;Rabbit;67;"[ 23 - 12 ]";;move;
1;Denied;Rabbit;68;"[ 1 - 9 ]";;move;
1;Denied;Rabbit;69;"[ 0 - 6 ]";;move;
1;;Rabbit;70;"[ 4 - 17 ]";;move;"[ 3 - 17 ]"
1;;Rabbit;71;"[ 12 - 10 ]";;move;"[ 11 - 10 ]"
1;Denied;Rabbit;72;"[ 22 - 5 ]";;move;
1;;Rabbit;73;"[ 21 - 19 ]";;move;"[ 20 - 19 ]"
1;"Denied - It is sated";Rabbit;74;"[ 4 - 3 ]";;move;
1;Denied;Rabbit;75;"[ 19 - 7 ]";;move;
1;;Rabbit;76;"[ 17 - 10 ]";;move;"[ 16 - 10 ]"
1;;Rabbit;77;"[ 17 - 8 ]";;move;"[ 16 - 8 ]"
1;"Denied - It is sated";Rabbit;78;"[ 16 - 9 ]";;move;
1;Denied;Rabbit;79;"[ 10 - 8 ]";;move;
1;;Rabbit;80;"[ 11 - 9 ]";;move;"[ 10 - 9 ]"
1;Denied;Rabbit;81;"[ 21 - 21 ]";;move;
1;Denied;Rabbit;82;"[ 20 - 20 ]";;move;
1;;Rabbit;83;"[ 13 - 24 ]";;move;"[ 12 - 24 ]"
1;;Rabbit;84;"[ 22 - 11 ]";;move;"[ 21 - 11 ]"
1;;Rabbit;85;"[ 9 - 8 ]";;move;"[ 8 - 8 ]"
1;;Rabbit;86;"[ 12 - 17 ]";hidden;move;"[ 11 - 17 ]"
1;;Rabbit;87;"[ 21 - 1 ]";;move;"[ 20 - 1 ]"
1;Denied;Rabbit;88;"[ 19 - 8 ]";;move;
1;Denied;Rabbit;89;"[ 0 - 16 ]";;move;
1;"Denied - It is sated";Rabbit;90;"[ 5 - 6 ]";;move;
1;Denied;Rabbit;91;"[ 21 - 20 ]";;move;
1;Denied;Rabbit;92;"[ 12 - 11 ]";;move;
1;;Rabbit;93;"[ 13 - 21 ]";;move;"[ 12 - 21 ]"
1;;Rabbit;94;"[ 21 - 16 ]";hidden;move;"[ 20 - 16 ]"
1;;Rabbit;95;"[ 10 - 15 ]";;move;"[ 9 - 15 ]"
1;;Rabbit;96;"[ 22 - 2 ]";;move;"[ 21 - 2 ]"
1;"Denied - It is sated";Rabbit;97;"[ 12 - 14 ]";;move;
1;;Rabbit;98;"[ 2 - 16 ]";;move;"[ 1 - 16 ]"
1;;Rabbit;99;"[ 20 - 21 ]";hidden;move;"[ 19 - 21 ]"
1;"Denied - It is sated";Rabbit;100;"[ 15 - 7 ]";;move;
1;;Rabbit;101;"[ 17 - 13 ]";;move;"[ 16 - 13 ]"
1;;Rabbit;102;"[ 13 - 13 ]";;move;"[ 12 - 13 ]"
1;;Rabbit;103;"[ 22 - 15 ]";;move;"[ 21 - 15 ]"
1;Denied;Rabbit;104;"[ 4 - 23 ]";;move;
1;Denied;Rabbit;105;"[ 8 - 17 ]";;move;
1;Denied;Rabbit;106;"[ 2 - 18 ]";;move;
1;;Rabbit;107;"[ 2 - 7 ]";;move;"[ 1 - 7 ]"
1;Denied;Rabbit;108;"[ 6 - 15 ]";;move;
1;Denied;Rabbit;109;"[ 22 - 20 ]";;move;
1;;Rabbit;110;"[ 4 - 15 ]";;move;"[ 3 - 15 ]"
1;Denied;Rabbit;111;"[ 24 - 1 ]";;move;
1;;Rabbit;112;"[ 18 - 7 ]";;move;"[ 17 - 7 ]"
