Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
0;"New element";Rabbit;75;"[ 2 - 12 ]";;;
0;"New element";Rabbit;76;"[ 19 - 22 ]";;;
0;"New element";Rabbit;77;"[ 17 - 7 ]";;;
0;"New element";Rabbit;78;"[ 6 - 22 ]";;;
0;"New element";Rabbit;79;"[ 24 - 5 ]";;;
0;"New element";Rabbit;80;"[ 5 - 18 ]";;;
0;"New element";Rabbit;81;"[ 24 - 14 ]";;;
0;"New element";Rabbit;82;"[ 14 - 9 ]";;;
0;"New element";Rabbit;83;"[ 9 - 0 ]";;;
0;"New element";Rabbit;84;"[ 15 - 7 ]";;;
0;"New element";Rabbit;85;"[ 4 - 19 ]";;;
0;"New element";Rabbit;86;"[ 6 - 11 ]";;;
0;"New element";Rabbit;87;"[ 1 - 14 ]";;;
0;"New element";Rabbit;88;"[ 18 - 8 ]";;;
0;"New element";Rabbit;89;"[ 0 - 16 ]";;;
0;"New element";Rabbit;90;"[ 24 - 22 ]";;;
0;"New element";Rabbit;91;"[ 18 - 18 ]";;;
0;"New element";Rabbit;92;"[ 8 - 16 ]";;;
0;"New element";Rabbit;93;"[ 14 - 12 ]";;;
0;"New element";Rabbit;94;"[ 5 - 3 ]";;;
0;"New element";Rabbit;95;"[ 2 - 23 ]";;;
0;"New element";Rabbit;96;"[ 16 - 11 ]";;;
0;"New element";Rabbit;97;"[ 5 - 16 ]";;;
0;"New element";Rabbit;98;"[ 21 - 23 ]";;;
0;"New element";Rabbit;99;"[ 6 - 24 ]";;;
0;"New element";Rabbit;100;"[ 12 - 23 ]";;;
0;"New element";Rabbit;101;"[ 7 - 12 ]";;;
0;"New element";Rabbit;102;"[ 22 - 0 ]";;;
0;"New element";Rabbit;103;"[ 19 - 19 ]";;;
0;"New element";Rabbit;104;"[ 5 - 6 ]";;;
0;"New element";Rabbit;105;"[ 6 - 13 ]";;;
0;"New element";Rabbit;106;"[ 7 - 23 ]";;;
0;"New element";Rabbit;107;"[ 8 - 24 ]";;;
0;"New element";Rabbit;108;"[ 18 - 6 ]";;;
0;"New element";Rabbit;109;"[ 7 - 8 ]";;;
0;"New element";Rabbit;110;"[ 11 - 4 ]";;;
0;"New element";Rabbit;111;"[ 11 - 12 ]";;;
0;"New element";Rabbit;112;"[ 3 - 22 ]";;;
0;"New element";Rabbit;113;"[ 16 - 9 ]";;;
0;"New element";Rabbit;114;"[ 3 - 5 ]";;;
0;"New element";Rabbit;115;"[ 2 - 19 ]";;;
0;"New element";Rabbit;116;"[ 12 - 17 ]";;;
0;"New element";Rabbit;117;"[ 9 - 7 ]";;;
0;"New element";Rabbit;118;"[ 21 - 15 ]";;;
0;"New element";Rabbit;119;"[ 24 - 23 ]";;;
0;"New element";Rabbit;120;"[ 4 - 22 ]";;;
0;"New element";Rabbit;121;"[ 1 - 13 ]";;;
0;"New element";Rabbit;122;"[ 10 - 22 ]";;;
0;"New element";Rabbit;123;"[ 16 - 19 ]";;;
0;"New element";Rabbit;124;"[ 10 - 16 ]";;;
0;"New element";Rabbit;125;"[ 13 - 7 ]";;;
0;"New element";Rabbit;126;"[ 19 - 7 ]";;;
0;"New element";Rabbit;127;"[ 17 - 0 ]";;;
0;"New element";Rabbit;128;"[ 0 - 14 ]";;;
0;"New element";Rabbit;129;"[ 4 - 1 ]";;;
0;"New element";Rabbit;130;"[ 7 - 7 ]";;;
0;"New element";Rabbit;131;"[ 20 - 12 ]";;;
0;"New element";Rabbit;132;"[ 6 - 4 ]";;;
0;"New element";Rabbit;133;"[ 24 - 19 ]";;;
0;"New element";Rabbit;134;"[ 24 - 11 ]";;;
0;"New element";Rabbit;135;"[ 13 - 21 ]";;;
0;"New element";Rabbit;136;"[ 1 - 20 ]";;;
0;"New element";Rabbit;137;"[ 13 - 13 ]";;;
0;"New element";Rabbit;138;"[ 2 - 6 ]";;;
0;"New element";Rabbit;139;"[ 6 - 3 ]";;;
0;"New element";Rabbit;140;"[ 17 - 3 ]";;;
0;"New element";Rabbit;141;"[ 4 - 6 ]";;;
0;"New element";Rabbit;142;"[ 5 - 7 ]";;;
0;"New element";Rabbit;143;"[ 9 - 11 ]";;;
0;"New element";Rabbit;144;"[ 16 - 14 ]";;;
0;"New element";Rabbit;145;"[ 3 - 21 ]";;;
0;"New element";Rabbit;146;"[ 9 - 23 ]";;;
0;"New element";Rabbit;147;"[ 20 - 3 ]";;;
0;"New element";Rabbit;148;"[ 2 - 20 ]";;;
0;"New element";Rabbit;149;"[ 1 - 3 ]";;;
0;"New element";Wolf;150;"[ 3 - 3 ]";;;
0;"New element";Wolf;151;"[ 17 - 21 ]";;;
0;"New element";Wolf;152;"[ 15 - 9 ]";;;
0;"New element";Wolf;153;"[ 21 - 13 ]";;;
0;"New element";Wolf;154;"[ 3 - 0 ]";;;
0;"New element";Carrot;155;"[ 6 - 20 ]";;;
0;"New element";Carrot;156;"[ 3 - 24 ]";;;
0;"New element";Carrot;157;"[ 11 - 16 ]";;;
0;"New element";Carrot;158;"[ 24 - 18 ]";;;
0;"New element";Carrot;159;"[ 9 - 21 ]";;;
0;"New element";Carrot;160;"[ 19 - 6 ]";;;
0;"New element";Carrot;161;"[ 22 - 21 ]";;;
0;"New element";Carrot;162;"[ 10 - 9 ]";;;
0;"New element";Carrot;163;"[ 17 - 11 ]";;;
0;"New element";Carrot;164;"[ 16 - 1 ]";;;
0;"New element";Carrot;165;"[ 16 - 15 ]";;;
0;"New element";Carrot;166;"[ 5 - 21 ]";;;
0;"New element";Carrot;167;"[ 1 - 7 ]";;;
0;"New element";Carrot;168;"[ 12 - 0 ]";;;
0;"New element";Carrot;169;"[ 1 - 11 ]";;;
0;"New element";Carrot;170;"[ 14 - 16 ]";;;
0;"New element";Carrot;171;"[ 0 - 10 ]";;;
0;"New element";Carrot;172;"[ 22 - 18 ]";;;
0;"New element";Carrot;173;"[ 23 - 15 ]";;;
0;"New element";Carrot;174;"[ 13 - 5 ]";;;
0;"New element";Carrot;175;"[ 22 - 7 ]";;;
0;"New element";Carrot;176;"[ 9 - 2 ]";;;
0;"New element";Carrot;177;"[ 18 - 19 ]";;;
0;"New element";Carrot;178;"[ 11 - 7 ]";;;
0;"New element";Carrot;179;"[ 17 - 15 ]";;;
0;"New element";Carrot;180;"[ 22 - 2 ]";;;
0;"New element";Carrot;181;"[ 3 - 23 ]";;;
0;"New element";Carrot;182;"[ 12 - 22 ]";;;
0;"New element";Carrot;183;"[ 9 - 8 ]";;;
0;"New element";Carrot;184;"[ 12 - 24 ]";;;
0;"New element";Carrot;185;"[ 18 - 16 ]";;;
0;"New element";Carrot;186;"[ 15 - 24 ]";;;
0;"New element";Carrot;187;"[ 15 - 5 ]";;;
0;"New element";Carrot;188;"[ 16 - 21 ]";;;
0;"New element";Carrot;189;"[ 14 - 6 ]";;;
0;"New element";Carrot;190;"[ 3 - 19 ]";;;
0;"New element";Carrot;191;"[ 22 - 16 ]";;;
0;"New element";Carrot;192;"[ 14 - 7 ]";;;
0;"New element";Carrot;193;"[ 8 - 0 ]";;;
0;"New element";Carrot;194;"[ 9 - 6 ]";;;
0;"New element";Carrot;195;"[ 0 - 13 ]";;;
0;"New element";Carrot;196;"[ 11 - 13 ]";;;
0;"New element";Carrot;197;"[ 11 - 20 ]";;;
0;"New element";Carrot;198;"[ 22 - 1 ]";;;
0;"New element";Carrot;199;"[ 17 - 24 ]";;;
0;"New element";Carrot;200;"[ 4 - 7 ]";;;
0;"New element";Carrot;201;"[ 18 - 7 ]";;;
0;"New element";Carrot;202;"[ 20 - 9 ]";;;
0;"New element";Carrot;203;"[ 10 - 13 ]";;;
0;"New element";Carrot;204;"[ 6 - 1 ]";;;
0;"New element";Carrot;205;"[ 15 - 11 ]";;;
0;"New element";Carrot;206;"[ 12 - 5 ]";;;
0;"New element";Carrot;207;"[ 1 - 21 ]";;;
0;"New element";Carrot;208;"[ 7 - 0 ]";;;
0;"New element";Carrot;209;"[ 12 - 11 ]";;;
0;"New element";Carrot;210;"[ 3 - 16 ]";;;
0;"New element";Carrot;211;"[ 3 - 14 ]";;;
0;"New element";Carrot;212;"[ 9 - 4 ]";;;
0;"New element";Carrot;213;"[ 17 - 17 ]";;;
0;"New element";Carrot;214;"[ 8 - 6 ]";;;
0;"New element";Carrot;215;"[ 15 - 16 ]";;;
0;"New element";Carrot;216;"[ 14 - 23 ]";;;
0;"New element";Carrot;217;"[ 2 - 11 ]";;;
0;"New element";Carrot;218;"[ 20 - 17 ]";;;
0;"New element";Carrot;219;"[ 23 - 9 ]";;;
0;"New element";Carrot;220;"[ 24 - 16 ]";;;
0;"New element";Carrot;221;"[ 21 - 0 ]";;;
0;"New element";Carrot;222;"[ 12 - 20 ]";;;
0;"New element";Carrot;223;"[ 23 - 4 ]";;;
0;"New element";Carrot;224;"[ 10 - 19 ]";;;
0;"New element";Carrot;225;"[ 9 - 10 ]";;;
0;"New element";Carrot;226;"[ 1 - 0 ]";;;
0;"New element";Carrot;227;"[ 6 - 0 ]";;;
0;"New element";Carrot;228;"[ 5 - 12 ]";;;
0;"New element";Carrot;229;"[ 4 - 15 ]";;;
0;"New element";Carrot;230;"[ 2 - 14 ]";;;
0;"New element";Carrot;231;"[ 0 - 9 ]";;;
0;"New element";Carrot;232;"[ 24 - 15 ]";;;
0;"New element";Carrot;233;"[ 20 - 19 ]";;;
0;"New element";Carrot;234;"[ 22 - 12 ]";;;
0;"New element";Carrot;235;"[ 18 - 14 ]";;;
0;"New element";Carrot;236;"[ 13 - 15 ]";;;
0;"New element";Carrot;237;"[ 18 - 12 ]";;;
0;"New element";Carrot;238;"[ 3 - 12 ]";;;
0;"New element";Carrot;239;"[ 8 - 7 ]";;;
0;"New element";Carrot;240;"[ 13 - 24 ]";;;
0;"New element";Carrot;241;"[ 9 - 17 ]";;;
0;"New element";Carrot;242;"[ 0 - 18 ]";;;
0;"New element";Carrot;243;"[ 16 - 2 ]";;;
0;"New element";Carrot;244;"[ 3 - 18 ]";;;
0;"New element";Carrot;245;"[ 11 - 14 ]";;;
0;"New element";Carrot;246;"[ 21 - 5 ]";;;
0;"New element";Carrot;247;"[ 4 - 3 ]";;;
0;"New element";Carrot;248;"[ 15 - 10 ]";;;
0;"New element";Carrot;249;"[ 11 - 5 ]";;;
0;"New element";Carrot;250;"[ 19 - 20 ]";;;
0;"New element";Carrot;251;"[ 8 - 2 ]";;;
0;"New element";Carrot;252;"[ 4 - 10 ]";;;
0;"New element";Carrot;253;"[ 11 - 10 ]";;;
0;"New element";Carrot;254;"[ 4 - 16 ]";;;
0;"New element";Lair;255;22.11
0;"New element";Lair;256;14.13
0;"New element";Lair;257;6.23
0;"New element";Lair;258;15.0
0;"New element";Lair;259;14.11
0;"New element";Lair;260;22.4
0;"New element";Lair;261;3.20
0;"New element";Lair;262;8.13
0;"New element";Lair;263;13.6
0;"New element";Lair;264;6.21
0;"New element";Lair;265;9.5
0;"New element";Lair;266;1.6
0;"New element";Lair;267;15.19
0;"New element";Lair;268;5.8
0;"New element";Lair;269;19.11
0;"New element";Lair;270;24.3
0;"New element";Lair;271;21.6
0;"New element";Lair;272;21.21
0;"New element";Lair;273;13.19
0;"New element";Lair;274;22.22
0;"New element";Lair;275;10.14
0;"New element";Lair;276;9.22
0;"New element";Lair;277;13.8
0;"New element";Lair;278;8.14
0;"New element";Lair;279;16.6
0;"New element";Lair;280;11.0
0;"New element";Lair;281;19.21
0;"New element";Lair;282;10.2
0;"New element";Lair;283;16.18
0;"New element";Lair;284;2.5
0;"New element";Lair;285;3.9
0;"New element";Lair;286;13.22
0;"New element";Lair;287;23.18
0;"New element";Lair;288;1.17
0;"New element";Lair;289;22.15
0;"New element";Lair;290;22.24
0;"New element";Lair;291;0.24
0;"New element";Lair;292;16.16
0;"New element";Lair;293;0.1
0;"New element";Lair;294;2.9
0;"New element";Lair;295;24.12
0;"New element";Lair;296;1.18
0;"New element";Lair;297;17.20
0;"New element";Lair;298;12.21
0;"New element";Lair;299;16.20
0;"New element";Lair;300;2.21
0;"New element";Lair;301;0.21
0;"New element";Lair;302;22.23
0;"New element";Lair;303;8.17
0;"New element";Lair;304;17.1
0;"New element";Tree;305;"[ 7 - 20 ]";;;
0;"New element";Tree;306;"[ 21 - 4 ]";;;
0;"New element";Tree;307;"[ 17 - 19 ]";;;
0;"New element";Tree;308;"[ 21 - 12 ]";;;
0;"New element";Tree;309;"[ 18 - 22 ]";;;
0;"New element";Tree;310;"[ 20 - 11 ]";;;
0;"New element";Tree;311;"[ 23 - 23 ]";;;
0;"New element";Tree;312;"[ 4 - 8 ]";;;
0;"New element";Tree;313;"[ 2 - 8 ]";;;
0;"New element";Tree;314;"[ 1 - 4 ]";;;
0;"New element";Tree;315;"[ 1 - 15 ]";;;
0;"New element";Tree;316;"[ 21 - 24 ]";;;
0;"New element";Tree;317;"[ 4 - 0 ]";;;
0;"New element";Tree;318;"[ 8 - 15 ]";;;
0;"New element";Tree;319;"[ 15 - 15 ]";;;
0;"New element";Tree;320;"[ 19 - 5 ]";;;
0;"New element";Tree;321;"[ 6 - 2 ]";;;
0;"New element";Tree;322;"[ 13 - 14 ]";;;
0;"New element";Tree;323;"[ 20 - 8 ]";;;
0;"New element";Tree;324;"[ 14 - 21 ]";;;
0;"New element";Tree;325;"[ 7 - 13 ]";;;
0;"New element";Tree;326;"[ 23 - 24 ]";;;
0;"New element";Tree;327;"[ 14 - 19 ]";;;
0;"New element";Tree;328;"[ 15 - 23 ]";;;
0;"New element";Tree;329;"[ 23 - 0 ]";;;
0;"New element";Tree;330;"[ 5 - 5 ]";;;
0;"New element";Tree;331;"[ 15 - 18 ]";;;
0;"New element";Tree;332;"[ 17 - 14 ]";;;
0;"New element";Tree;333;"[ 18 - 20 ]";;;
0;"New element";Tree;334;"[ 21 - 19 ]";;;
0;"New element";Tree;335;"[ 4 - 5 ]";;;
0;"New element";Tree;336;"[ 0 - 0 ]";;;
0;"New element";Tree;337;"[ 14 - 17 ]";;;
0;"New element";Tree;338;"[ 5 - 0 ]";;;
0;"New element";Tree;339;"[ 18 - 1 ]";;;
0;"New element";Tree;340;"[ 9 - 3 ]";;;
0;"New element";Tree;341;"[ 7 - 3 ]";;;
0;"New element";Tree;342;"[ 13 - 3 ]";;;
0;"New element";Tree;343;"[ 15 - 13 ]";;;
0;"New element";Tree;344;"[ 15 - 12 ]";;;
0;"New element";Tree;345;"[ 6 - 9 ]";;;
0;"New element";Tree;346;"[ 14 - 10 ]";;;
0;"New element";Tree;347;"[ 8 - 3 ]";;;
0;"New element";Tree;348;"[ 13 - 23 ]";;;
0;"New element";Tree;349;"[ 17 - 2 ]";;;
0;"New element";Tree;350;"[ 20 - 15 ]";;;
0;"New element";Tree;351;"[ 5 - 23 ]";;;
0;"New element";Tree;352;"[ 20 - 20 ]";;;
0;"New element";Tree;353;"[ 23 - 11 ]";;;
0;"New element";Tree;354;"[ 1 - 10 ]";;;
1;"New cycle";;;;;;
2;"New cycle";;;;;;
3;"New cycle";;;;;;
3;"Status day changed to day";;;;;;
4;"New cycle";;;;;;
5;"New cycle";;;;;;
6;"New cycle";;;;;;
7;"New cycle";;;;;;
8;"New cycle";;;;;;
9;"New cycle";;;;;;
10;"New cycle";;;;;;
11;"New cycle";;;;;;
12;"New cycle";;;;;;
13;"New cycle";;;;;;
14;"New cycle";;;;;;
15;"New cycle";;;;;;
15;"Weather changed to rainy";;;;;;
16;"New cycle";;;;;;
17;"New cycle";;;;;;
18;"New cycle";;;;;;
19;"New cycle";;;;;;
20;"New cycle";;;;;;
21;"New cycle";;;;;;
22;"New cycle";;;;;;
23;"New cycle";;;;;;
24;"New cycle";;;;;;
25;"New cycle";;;;;;
26;"New cycle";;;;;;
27;"New cycle";;;;;;
28;"New cycle";;;;;;
29;"New cycle";;;;;;
30;"New cycle";;;;;;
30;"Weather changed to foggy";;;;;;
31;"New cycle";;;;;;
32;"New cycle";;;;;;
33;"New cycle";;;;;;
34;"New cycle";;;;;;
35;"New cycle";;;;;;
36;"New cycle";;;;;;
37;"New cycle";;;;;;
38;"New cycle";;;;;;
39;"New cycle";;;;;;
40;"New cycle";;;;;;
41;"New cycle";;;;;;
42;"New cycle";;;;;;
43;"New cycle";;;;;;
44;"New cycle";;;;;;
45;"New cycle";;;;;;
45;"Weather changed to sunny";;;;;;
46;"New cycle";;;;;;
47;"New cycle";;;;;;
48;"New cycle";;;;;;
48;"Status day changed to night";;;;;;
49;"New cycle";;;;;;
50;"New cycle";;;;;;
51;"New cycle";;;;;;
52;"New cycle";;;;;;
53;"New cycle";;;;;;
53;"Status day changed to day";;;;;;
54;"New cycle";;;;;;
55;"New cycle";;;;;;
56;"New cycle";;;;;;
57;"New cycle";;;;;;
58;"New cycle";;;;;;
59;"New cycle";;;;;;
60;"New cycle";;;;;;
60;"Weather changed to foggy";;;;;;
61;"New cycle";;;;;;
62;"New cycle";;;;;;
63;"New cycle";;;;;;
64;"New cycle";;;;;;
65;"New cycle";;;;;;
66;"New cycle";;;;;;
67;"New cycle";;;;;;
68;"New cycle";;;;;;
69;"New cycle";;;;;;
70;"New cycle";;;;;;
71;"New cycle";;;;;;
72;"New cycle";;;;;;
73;"New cycle";;;;;;
74;"New cycle";;;;;;
75;"New cycle";;;;;;
75;"Weather changed to windy";;;;;;
76;"New cycle";;;;;;
77;"New cycle";;;;;;
78;"New cycle";;;;;;
79;"New cycle";;;;;;
80;"New cycle";;;;;;
81;"New cycle";;;;;;
82;"New cycle";;;;;;
83;"New cycle";;;;;;
84;"New cycle";;;;;;
85;"New cycle";;;;;;
86;"New cycle";;;;;;
87;"New cycle";;;;;;
88;"New cycle";;;;;;
89;"New cycle";;;;;;
90;"New cycle";;;;;;
90;"Weather changed to windy";;;;;;
91;"New cycle";;;;;;
92;"New cycle";;;;;;
93;"New cycle";;;;;;
94;"New cycle";;;;;;
95;"New cycle";;;;;;
96;"New cycle";;;;;;
97;"New cycle";;;;;;
98;"New cycle";;;;;;
98;"Status day changed to night";;;;;;
99;"New cycle";;;;;;
100;"New cycle";;;;;;
100;"New element";Carrot;355;"[ 6 - 8 ]";;;
100;"New element";Carrot;356;"[ 19 - 9 ]";;;
100;"New element";Carrot;357;"[ 3 - 1 ]";;;
100;"New element";Carrot;358;"[ 23 - 6 ]";;;
100;"New element";Carrot;359;"[ 0 - 19 ]";;;
100;"New element";Carrot;360;"[ 21 - 16 ]";;;
100;"New element";Carrot;361;"[ 5 - 15 ]";;;
100;"New element";Carrot;362;"[ 1 - 16 ]";;;
100;"New element";Carrot;363;"[ 14 - 15 ]";;;
100;"New element";Carrot;364;"[ 8 - 9 ]";;;
100;"New element";Carrot;365;"[ 8 - 19 ]";;;
100;"New element";Carrot;366;"[ 22 - 10 ]";;;
100;"New element";Carrot;367;"[ 0 - 11 ]";;;
100;"New element";Carrot;368;"[ 2 - 2 ]";;;
100;"New element";Carrot;369;"[ 1 - 1 ]";;;
