Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
0;"New element";Lair;267;1.18
0;"New element";Lair;268;10.1
0;"New element";Lair;269;12.17
0;"New element";Lair;270;6.15
0;"New element";Lair;271;20.1
0;"New element";Lair;272;16.11
0;"New element";Lair;273;2.8
0;"New element";Lair;274;9.1
0;"New element";Lair;275;17.23
0;"New element";Lair;276;21.9
0;"New element";Lair;277;6.9
0;"New element";Lair;278;19.4
0;"New element";Lair;279;0.19
0;"New element";Lair;280;6.24
0;"New element";Lair;281;15.0
0;"New element";Lair;282;9.21
0;"New element";Lair;283;8.6
0;"New element";Lair;284;2.3
0;"New element";Lair;285;12.8
0;"New element";Lair;286;2.0
0;"New element";Lair;287;22.11
0;"New element";Lair;288;19.20
0;"New element";Lair;289;7.8
0;"New element";Lair;290;23.15
0;"New element";Lair;291;18.3
0;"New element";Lair;292;7.0
0;"New element";Lair;293;4.2
0;"New element";Lair;294;4.13
0;"New element";Lair;295;20.2
0;"New element";Lair;296;21.18
0;"New element";Lair;297;11.9
0;"New element";Lair;298;2.14
0;"New element";Lair;299;5.10
0;"New element";Lair;300;20.17
0;"New element";Lair;301;20.0
0;"New element";Lair;302;16.20
0;"New element";Lair;303;18.12
0;"New element";Lair;304;15.23
0;"New element";Tree;305;"[ 2 - 19 ]";;;
0;"New element";Tree;306;"[ 1 - 10 ]";;;
0;"New element";Tree;307;"[ 3 - 24 ]";;;
0;"New element";Tree;308;"[ 16 - 17 ]";;;
0;"New element";Tree;309;"[ 6 - 11 ]";;;
0;"New element";Tree;310;"[ 15 - 14 ]";;;
0;"New element";Tree;311;"[ 23 - 16 ]";;;
0;"New element";Tree;312;"[ 18 - 0 ]";;;
0;"New element";Tree;313;"[ 11 - 15 ]";;;
0;"New element";Tree;314;"[ 6 - 19 ]";;;
0;"New element";Tree;315;"[ 19 - 23 ]";;;
0;"New element";Tree;316;"[ 21 - 8 ]";;;
0;"New element";Tree;317;"[ 6 - 12 ]";;;
0;"New element";Tree;318;"[ 21 - 6 ]";;;
0;"New element";Tree;319;"[ 20 - 10 ]";;;
0;"New element";Tree;320;"[ 2 - 1 ]";;;
0;"New element";Tree;321;"[ 8 - 18 ]";;;
0;"New element";Tree;322;"[ 4 - 9 ]";;;
0;"New element";Tree;323;"[ 21 - 7 ]";;;
0;"New element";Tree;324;"[ 0 - 0 ]";;;
0;"New element";Tree;325;"[ 6 - 10 ]";;;
0;"New element";Tree;326;"[ 17 - 8 ]";;;
0;"New element";Tree;327;"[ 23 - 7 ]";;;
0;"New element";Tree;328;"[ 23 - 3 ]";;;
0;"New element";Tree;329;"[ 11 - 3 ]";;;
0;"New element";Tree;330;"[ 18 - 8 ]";;;
0;"New element";Tree;331;"[ 23 - 12 ]";;;
0;"New element";Tree;332;"[ 15 - 15 ]";;;
0;"New element";Tree;333;"[ 24 - 18 ]";;;
0;"New element";Tree;334;"[ 4 - 18 ]";;;
0;"New element";Tree;335;"[ 16 - 1 ]";;;
0;"New element";Tree;336;"[ 9 - 22 ]";;;
0;"New element";Tree;337;"[ 8 - 0 ]";;;
0;"New element";Tree;338;"[ 23 - 11 ]";;;
0;"New element";Tree;339;"[ 1 - 14 ]";;;
0;"New element";Tree;340;"[ 17 - 20 ]";;;
0;"New element";Tree;341;"[ 15 - 4 ]";;;
0;"New element";Tree;342;"[ 13 - 23 ]";;;
0;"New element";Tree;343;"[ 17 - 19 ]";;;
0;"New element";Tree;344;"[ 12 - 14 ]";;;
0;"New element";Tree;345;"[ 3 - 18 ]";;;
0;"New element";Tree;346;"[ 6 - 14 ]";;;
0;"New element";Tree;347;"[ 17 - 10 ]";;;
0;"New element";Tree;348;"[ 14 - 16 ]";;;
0;"New element";Tree;349;"[ 13 - 19 ]";;;
0;"New element";Tree;350;"[ 18 - 16 ]";;;
0;"New element";Tree;351;"[ 7 - 11 ]";;;
0;"New element";Tree;352;"[ 7 - 12 ]";;;
0;"New element";Tree;353;"[ 3 - 5 ]";;;
0;"New element";Tree;354;"[ 15 - 16 ]";;;
1;"New cycle";;;;;;
2;"New cycle";;;;;;
3;"New cycle";;;;;;
3;"Status day changed to day";;;;;;
4;"New cycle";;;;;;
5;"New cycle";;;;;;
6;"New cycle";;;;;;
7;"New cycle";;;;;;
8;"New cycle";;;;;;
9;"New cycle";;;;;;
10;"New cycle";;;;;;
11;"New cycle";;;;;;
12;"New cycle";;;;;;
13;"New cycle";;;;;;
14;"New cycle";;;;;;
15;"New cycle";;;;;;
15;"Weather changed to foggy";;;;;;
16;"New cycle";;;;;;
17;"New cycle";;;;;;
18;"New cycle";;;;;;
19;"New cycle";;;;;;
20;"New cycle";;;;;;
21;"New cycle";;;;;;
22;"New cycle";;;;;;
23;"New cycle";;;;;;
24;"New cycle";;;;;;
25;"New cycle";;;;;;
26;"New cycle";;;;;;
27;"New cycle";;;;;;
28;"New cycle";;;;;;
29;"New cycle";;;;;;
30;"New cycle";;;;;;
30;"Weather changed to sunny";;;;;;
31;"New cycle";;;;;;
32;"New cycle";;;;;;
33;"New cycle";;;;;;
34;"New cycle";;;;;;
35;"New cycle";;;;;;
36;"New cycle";;;;;;
37;"New cycle";;;;;;
38;"New cycle";;;;;;
39;"New cycle";;;;;;
40;"New cycle";;;;;;
41;"New cycle";;;;;;
42;"New cycle";;;;;;
43;"New cycle";;;;;;
44;"New cycle";;;;;;
45;"New cycle";;;;;;
45;"Weather changed to rainy";;;;;;
46;"New cycle";;;;;;
47;"New cycle";;;;;;
48;"New cycle";;;;;;
48;"Status day changed to night";;;;;;
49;"New cycle";;;;;;
50;"New cycle";;;;;;
51;"New cycle";;;;;;
52;"New cycle";;;;;;
53;"New cycle";;;;;;
53;"Status day changed to day";;;;;;
54;"New cycle";;;;;;
55;"New cycle";;;;;;
56;"New cycle";;;;;;
57;"New cycle";;;;;;
58;"New cycle";;;;;;
59;"New cycle";;;;;;
60;"New cycle";;;;;;
60;"Weather changed to rainy";;;;;;
61;"New cycle";;;;;;
62;"New cycle";;;;;;
63;"New cycle";;;;;;
64;"New cycle";;;;;;
65;"New cycle";;;;;;
66;"New cycle";;;;;;
67;"New cycle";;;;;;
68;"New cycle";;;;;;
69;"New cycle";;;;;;
70;"New cycle";;;;;;
71;"New cycle";;;;;;
72;"New cycle";;;;;;
73;"New cycle";;;;;;
74;"New cycle";;;;;;
75;"New cycle";;;;;;
75;"Weather changed to rainy";;;;;;
76;"New cycle";;;;;;
77;"New cycle";;;;;;
78;"New cycle";;;;;;
79;"New cycle";;;;;;
80;"New cycle";;;;;;
81;"New cycle";;;;;;
82;"New cycle";;;;;;
83;"New cycle";;;;;;
84;"New cycle";;;;;;
85;"New cycle";;;;;;
86;"New cycle";;;;;;
87;"New cycle";;;;;;
