Cycle;"World (warning)";Element;ID;Position;Status;Action;Effect
3;;Rabbit;2;"[ 4 - 2 ]";;hear;"Rabbit (2), Wolf (0), Carrot(3)"
3;"Denied - It is sated";Rabbit;2;"[ 4 - 2 ]";;move;
3;Denied;Rabbit;2;"[ 4 - 2 ]";;breed;
3;;Rabbit;3;"[ 6 - 5 ]";;see;
3;;Rabbit;3;"[ 6 - 5 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
3;;Rabbit;3;"[ 6 - 5 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
3;;Rabbit;3;"[ 6 - 5 ]";;move;"[ 6 - 4 ]"
3;Denied;Rabbit;3;"[ 6 - 4 ]";;breed;
3;;Rabbit;4;"[ 5 - 1 ]";;see;
3;;Rabbit;4;"[ 5 - 1 ]";;smell;"Rabbit (1), Wolf (1), Carrot(1)"
3;;Rabbit;4;"[ 5 - 1 ]";;hear;"Rabbit (0), Wolf (1), Carrot(1)"
3;"Denied - It is sated";Rabbit;4;"[ 5 - 1 ]";;move;
3;Denied;Rabbit;4;"[ 5 - 1 ]";;breed;
3;;Rabbit;5;"[ 5 - 3 ]";;see;
3;;Rabbit;5;"[ 5 - 3 ]";;smell;"Rabbit (2), Wolf (1), Carrot(2)"
3;;Rabbit;5;"[ 5 - 3 ]";;hear;"Rabbit (1), Wolf (1), Carrot(2)"
3;"Denied - It is sated";Rabbit;5;"[ 5 - 3 ]";;move;
3;Denied;Rabbit;5;"[ 5 - 3 ]";;breed;
3;;Rabbit;6;"[ 1 - 8 ]";;see;
3;;Rabbit;6;"[ 1 - 8 ]";;smell;"Rabbit (1), Wolf (0), Carrot(1)"
3;;Rabbit;6;"[ 1 - 8 ]";;hear;"Rabbit (1), Wolf (0), Carrot(1)"
3;;Rabbit;6;"[ 1 - 8 ]";;move;"[ 0 - 8 ]"
3;Denied;Rabbit;6;"[ 0 - 8 ]";;breed;
3;;Rabbit;7;"[ 8 - 1 ]";;see;
3;;Rabbit;7;"[ 8 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(5)"
3;;Rabbit;7;"[ 8 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(5)"
3;"Denied - It is sated";Rabbit;7;"[ 8 - 1 ]";;move;
3;Denied;Rabbit;7;"[ 8 - 1 ]";;breed;
3;;Rabbit;8;"[ 4 - 7 ]";;see;
3;;Rabbit;8;"[ 4 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(4)"
3;;Rabbit;8;"[ 4 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(4)"
3;"Denied - It is sated";Rabbit;8;"[ 4 - 7 ]";;move;
3;Denied;Rabbit;8;"[ 4 - 7 ]";;breed;
3;;Rabbit;9;"[ 4 - 6 ]";;see;
3;;Rabbit;9;"[ 4 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
3;;Rabbit;9;"[ 4 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
3;"Denied - It is sated";Rabbit;9;"[ 4 - 6 ]";;move;
3;Denied;Rabbit;9;"[ 4 - 6 ]";;breed;
3;;Wolf;10;"[9 - 7 ]";eating;;
3;;Wolf;11;"[6 - 2 ]";eating;;
4;"New cycle";;;;;;
4;;Rabbit;0;"[ 0 - 0 ]";;see;
4;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
4;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
4;Denied;Rabbit;0;"[ 0 - 0 ]";;move;
4;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
4;;Rabbit;1;"[ 2 - 9 ]";;see;
4;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(0)"
4;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(0)"
4;Denied;Rabbit;1;"[ 2 - 9 ]";;move;
4;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
4;;Rabbit;2;"[ 4 - 2 ]";;see;
4;;Rabbit;2;"[ 4 - 2 ]";;smell;"Rabbit (2), Wolf (0), Carrot(3)"
4;;Rabbit;2;"[ 4 - 2 ]";;hear;"Rabbit (2), Wolf (0), Carrot(3)"
4;;Rabbit;2;"[ 4 - 2 ]";;move;"[ 3 - 2 ]"
4;Denied;Rabbit;2;"[ 3 - 2 ]";;breed;
4;;Rabbit;3;"[ 6 - 4 ]";;see;
4;;Rabbit;3;"[ 6 - 4 ]";;smell;"Rabbit (1), Wolf (0), Carrot(2)"
4;;Rabbit;3;"[ 6 - 4 ]";;hear;"Rabbit (1), Wolf (0), Carrot(2)"
4;;Rabbit;3;"[ 6 - 4 ]";hidden;move;"[ 6 - 5 ]"
4;Denied;Rabbit;3;"[ 6 - 5 ]";;breed;
4;;Rabbit;4;"[ 5 - 1 ]";;see;
4;;Rabbit;4;"[ 5 - 1 ]";;smell;"Rabbit (0), Wolf (1), Carrot(1)"
4;;Rabbit;4;"[ 5 - 1 ]";;hear;"Rabbit (0), Wolf (1), Carrot(1)"
4;Denied;Rabbit;4;"[ 5 - 1 ]";;move;
4;Denied;Rabbit;4;"[ 5 - 1 ]";;breed;
4;;Rabbit;5;"[ 5 - 3 ]";;see;
4;;Rabbit;5;"[ 5 - 3 ]";;smell;"Rabbit (0), Wolf (1), Carrot(2)"
4;;Rabbit;5;"[ 5 - 3 ]";;hear;"Rabbit (0), Wolf (1), Carrot(2)"
4;;Rabbit;5;"[ 5 - 3 ]";;move;"[ 6 - 3 ]"
4;Denied;Rabbit;5;"[ 6 - 3 ]";;breed;
4;;Rabbit;6;"[ 0 - 8 ]";;see;
4;;Rabbit;6;"[ 0 - 8 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
4;;Rabbit;6;"[ 0 - 8 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
4;Denied;Rabbit;6;"[ 0 - 8 ]";;move;
4;Denied;Rabbit;6;"[ 0 - 8 ]";;breed;
4;;Rabbit;7;"[ 8 - 1 ]";;see;
4;;Rabbit;7;"[ 8 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(5)"
4;;Rabbit;7;"[ 8 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(5)"
4;"Denied - It is sated";Rabbit;7;"[ 8 - 1 ]";;move;
4;Denied;Rabbit;7;"[ 8 - 1 ]";;breed;
4;;Rabbit;8;"[ 4 - 7 ]";;see;
4;;Rabbit;8;"[ 4 - 7 ]";;smell;"Rabbit (1), Wolf (0), Carrot(4)"
4;;Rabbit;8;"[ 4 - 7 ]";;hear;"Rabbit (1), Wolf (0), Carrot(4)"
4;;Rabbit;8;"[ 4 - 7 ]";;move;"[ 5 - 7 ]"
4;Denied;Rabbit;8;"[ 5 - 7 ]";;breed;
4;;Rabbit;9;"[ 4 - 6 ]";;see;
4;;Rabbit;9;"[ 4 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
4;;Rabbit;9;"[ 4 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
4;"Denied - It is sated";Rabbit;9;"[ 4 - 6 ]";;move;
4;Denied;Rabbit;9;"[ 4 - 6 ]";;breed;
4;;Wolf;10;"[9 - 7 ]";eating;;
4;;Wolf;11;"[6 - 2 ]";eating;;
5;"New cycle";;;;;;
5;;Rabbit;0;"[ 0 - 0 ]";;see;
5;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
5;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
5;"Denied - It is sated";Rabbit;0;"[ 0 - 0 ]";;move;
5;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
5;;Rabbit;1;"[ 2 - 9 ]";;see;
5;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (0), Wolf (0), Carrot(0)"
5;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (0), Wolf (0), Carrot(0)"
5;Denied;Rabbit;1;"[ 2 - 9 ]";;move;
5;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
5;;Rabbit;2;"[ 3 - 2 ]";;see;
5;;Rabbit;2;"[ 3 - 2 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;2;"[ 3 - 2 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;2;"[ 3 - 2 ]";hidden;move;"[ 3 - 3 ]"
5;Denied;Rabbit;2;"[ 3 - 3 ]";;breed;
5;;Rabbit;3;"[ 6 - 5 ]";;see;
5;;Rabbit;3;"[ 6 - 5 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;3;"[ 6 - 5 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;3;"[ 6 - 5 ]";;move;"[ 6 - 6 ]"
5;Denied;Rabbit;3;"[ 6 - 6 ]";;breed;
5;;Rabbit;4;"[ 5 - 1 ]";;see;
5;;Rabbit;4;"[ 5 - 1 ]";;smell;"Rabbit (0), Wolf (1), Carrot(1)"
5;;Rabbit;4;"[ 5 - 1 ]";;hear;"Rabbit (0), Wolf (1), Carrot(1)"
5;"Denied - It is sated";Rabbit;4;"[ 5 - 1 ]";;move;
5;Denied;Rabbit;4;"[ 5 - 1 ]";;breed;
5;;Rabbit;5;"[ 6 - 3 ]";;see;
5;;Rabbit;5;"[ 6 - 3 ]";;smell;"Rabbit (0), Wolf (1), Carrot(2)"
5;;Rabbit;5;"[ 6 - 3 ]";;hear;"Rabbit (0), Wolf (1), Carrot(2)"
5;Denied;Rabbit;5;"[ 6 - 3 ]";;move;
5;Denied;Rabbit;5;"[ 6 - 3 ]";;breed;
5;;Rabbit;6;"[ 0 - 8 ]";;see;
5;;Rabbit;6;"[ 0 - 8 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
5;;Rabbit;6;"[ 0 - 8 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
5;;Rabbit;6;"[ 0 - 8 ]";;move;"[ 1 - 8 ]"
5;Denied;Rabbit;6;"[ 1 - 8 ]";;breed;
5;;Rabbit;7;"[ 8 - 1 ]";;see;
5;;Rabbit;7;"[ 8 - 1 ]";;smell;"Rabbit (0), Wolf (0), Carrot(5)"
5;;Rabbit;7;"[ 8 - 1 ]";;hear;"Rabbit (0), Wolf (0), Carrot(5)"
5;;Rabbit;7;"[ 8 - 1 ]";;move;"[ 9 - 1 ]"
5;Denied;Rabbit;7;"[ 9 - 1 ]";;breed;
5;;Rabbit;8;"[ 5 - 7 ]";;see;
5;;Rabbit;8;"[ 5 - 7 ]";;smell;"Rabbit (2), Wolf (0), Carrot(2)"
5;;Rabbit;8;"[ 5 - 7 ]";;hear;"Rabbit (2), Wolf (0), Carrot(2)"
5;;Rabbit;8;"[ 5 - 7 ]";;move;"[ 6 - 7 ]"
5;Denied;Rabbit;8;"[ 6 - 7 ]";;breed;
5;;Rabbit;9;"[ 4 - 6 ]";;see;
5;;Rabbit;9;"[ 4 - 6 ]";;smell;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;9;"[ 4 - 6 ]";;hear;"Rabbit (0), Wolf (0), Carrot(3)"
5;;Rabbit;9;"[ 4 - 6 ]";hidden;move;"[ 4 - 5 ]"
5;Denied;Rabbit;9;"[ 4 - 5 ]";;breed;
5;;Wolf;10;"[9 - 7 ]";eating;;
5;;Wolf;11;"[6 - 2 ]";eating;;
6;"New cycle";;;;;;
6;;Rabbit;0;"[ 0 - 0 ]";;see;
6;;Rabbit;0;"[ 0 - 0 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
6;;Rabbit;0;"[ 0 - 0 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
6;"Denied - It is sated";Rabbit;0;"[ 0 - 0 ]";;move;
6;Denied;Rabbit;0;"[ 0 - 0 ]";;breed;
6;;Rabbit;1;"[ 2 - 9 ]";;see;
6;;Rabbit;1;"[ 2 - 9 ]";;smell;"Rabbit (1), Wolf (0), Carrot(0)"
6;;Rabbit;1;"[ 2 - 9 ]";;hear;"Rabbit (1), Wolf (0), Carrot(0)"
6;Denied;Rabbit;1;"[ 2 - 9 ]";;move;
6;Denied;Rabbit;1;"[ 2 - 9 ]";;breed;
6;;Rabbit;2;"[ 3 - 3 ]";;see;
6;;Rabbit;2;"[ 3 - 3 ]";;smell;"Rabbit (0), Wolf (0), Carrot(1)"
6;;Rabbit;2;"[ 3 - 3 ]";;hear;"Rabbit (0), Wolf (0), Carrot(1)"
6;;Rabbit;2;"[ 3 - 3 ]";;move;"[ 3 - 2 ]"
6;Denied;Rabbit;2;"[ 3 - 2 ]";;breed;
6;;Rabbit;3;"[ 6 - 6 ]";;see;
6;;Rabbit;3;"[ 6 - 6 ]";;smell;"Rabbit (1), Wolf (0), Carrot(3)"
6;;Rabbit;3;"[ 6 - 6 ]";;hear;"Rabbit (1), Wolf (0), Carrot(3)"
6;"Denied - It is sated";Rabbit;3;"[ 6 - 6 ]";;move;
6;Denied;Rabbit;3;"[ 6 - 6 ]";;breed;
6;;Rabbit;4;"[ 5 - 1 ]";;see;
6;;Rabbit;4;"[ 5 - 1 ]";;smell;"Rabbit (0), Wolf (1), Carrot(1)"
6;;Rabbit;4;"[ 5 - 1 ]";;hear;"Rabbit (0), Wolf (1), Carrot(1)"
6;"Denied - It is sated";Rabbit;4;"[ 5 - 1 ]";;move;
6;Denied;Rabbit;4;"[ 5 - 1 ]";;breed;
6;;Rabbit;5;"[ 6 - 3 ]";;see;
